Company,TypeName,Inches,Ram,OpSys,Weight,Price,ScreenBreadth,ScreenLength,Screen Panel Type,Additional Screen Features,CPU Brand,CPU Series,CPU Clock Speed,Memory Size,Additional Memory,Memory Type,GPU Brand,GPU Series
HP,Notebook,13.3,8,Windows 10,1.5,51095,1920,1080,Standard,Full HD,Intel,Core,1.6,512,0,SSD,Intel,UHD
HP,Gaming,17.3,16,Windows 10,3.4,73473,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
HP,Notebook,17.3,8,Windows 10,2.5,55677,1920,1080,Standard,Full HD,Intel,Core,1.8,256,0,SSD,Nvidia,GeForce
Dell,Gaming,15.6,16,Windows 10,2.6,98301,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.8,512,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,4,Windows 10,2.1,26267,1366,768,Standard,Standard,Intel,Core,2.3,128,0,SSD,Intel,HD
Acer,Notebook,15.6,8,Windows 10,2.2,39533,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,Nvidia,GeForce
Lenovo,Gaming,15.6,16,Windows 10,3.2,93186,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,512,1024,SSD,Nvidia,GeForce
Dell,Workstation,15.6,16,Windows 10,2.8,162770,3840,2160,Standard,4K Ultra HD,Intel,Xeon,3,256,1024,SSD,Nvidia,Quadro
Lenovo,Gaming,15.6,16,No OS,2.4,74485,1920,1080,Standard,Full HD,Intel,Core,2.8,512,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,6,Windows 10,2.3,23389,1366,768,Touchscreen,Standard,Intel,Core,2.4,1024,0,HDD,Intel,HD
Dell,Ultrabook,13.3,8,Windows 10,1.2,103842,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,1.8,256,0,SSD,Intel,UHD
Dell,Ultrabook,13.3,8,Windows 10,1.8,77202,1920,1080,Standard,Full HD,Intel,Core,1.8,256,0,SSD,Intel,UHD
Acer,Notebook,15.6,8,Linux,2.4,41505,1920,1080,Standard,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
Asus,Gaming,17.3,16,Windows 10,2.9,74964,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
HP,Notebook,15.6,4,No OS,2.1,18594,1920,1080,Standard,Full HD,Intel,Core,2,500,0,HDD,Intel,HD
Lenovo,Notebook,15.6,8,No OS,2.2,29250,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Huawei,Ultrabook,13,8,Windows 10,1.0,79866,2160,1440,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Dell,Ultrabook,13.3,8,Windows 10,1.4,49650,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,256,0,SSD,AMD,Radeon
Lenovo,Notebook,17.3,8,No OS,2.8,31381,1600,900,Standard,Standard,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
HP,Notebook,14,8,Windows 10,1.6,54931,1920,1080,Standard,Full HD,Intel,Core,1.8,256,0,SSD,Nvidia,GeForce
Dell,Ultrabook,14,8,Windows 10,1.6,61218,1920,1080,Standard,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.6,68145,1920,1080,Touchscreen,Full HD,Intel,Core,1.8,512,0,SSD,Intel,UHD
Dell,Notebook,15.6,8,Linux,2.2,36089,1920,1080,Standard,Full HD,Intel,Core,1.6,256,0,SSD,AMD,Radeon
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.7,47898,1920,1080,IPS Panel,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,72620,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
HP,Notebook,15.6,8,Windows 10,2.1,42304,1920,1080,Standard,Full HD,Intel,Core,1.6,1024,0,HDD,Intel,UHD
Dell,Gaming,17.3,16,Windows 10,4.4,130873,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Acer,Notebook,15.6,8,Windows 10,2.2,44328,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,16,Windows 10,2.3,45768,1920,1080,Touchscreen,Full HD,Intel,Core,2.7,1024,0,HDD,AMD,Radeon
Asus,Notebook,15.6,8,Windows 10,2.0,40972,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Asus,Notebook,17.3,8,Windows 10,2.7,47472,1920,1080,Standard,Full HD,Intel,Core,2.5,256,500,SSD,Nvidia,GeForce
HP,Notebook,15.6,8,Windows 10,1.9,67612,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,AMD,FirePro
Asus,Notebook,15.6,4,Windows 10,2.4,21258,1366,768,Standard,Standard,Intel,Core,2.4,1024,0,HDD,Intel,HD
HP,Notebook,15.6,4,Windows 10,2.1,17582,1366,768,Standard,Standard,AMD,E-Series,1.5,500,0,HDD,AMD,Radeon
Lenovo,Gaming,15.6,16,Windows 10,3.2,79866,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Dell,Notebook,14,8,Windows 10,1.6,45767,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,36709,1920,1080,IPS Panel,Full HD,Intel,Core,2.3,256,0,SSD,Intel,HD
Dell,Notebook,15.6,16,Linux,2.4,47898,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,AMD,Radeon
Acer,Notebook,15.6,4,Linux,2.1,20779,1366,768,Standard,Standard,Intel,Core,2,1024,0,HDD,Intel,HD
Asus,Notebook,15.6,4,Windows 10,2.2,30636,1920,1080,Standard,Full HD,AMD,A10-Series,2.5,128,1024,SSD,AMD,Radeon
Asus,Gaming,17.3,32,Windows 10,4.7,207259,1920,1080,Standard,Full HD,Intel,Core,2.9,512,1024,SSD,Nvidia,GeForce
Acer,Gaming,15.6,8,Windows 10,2.5,45074,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,8,Windows 10,7.2,31381,1366,768,Standard,Standard,Intel,Core,2,128,0,SSD,Intel,HD
Asus,Notebook,17.3,8,Windows 10,2.1,61005,1920,1080,Standard,Full HD,Intel,Core,1.8,128,1024,SSD,Nvidia,GeForce
Asus,Notebook,17.3,8,No OS,2.7,47365,1920,1080,Standard,Full HD,Intel,Core,2.7,128,1024,SSD,Nvidia,GeForce
Dell,Gaming,15.6,8,Windows 10,2.6,46833,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,57489,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.2,52480,1920,1080,Standard,Full HD,Intel,Core,1.8,128,2048,SSD,AMD,Radeon
HP,Notebook,15.6,8,Windows 10,2.0,29783,1366,768,Touchscreen,Standard,Intel,Core,2.5,1024,0,HDD,Intel,HD
Asus,Gaming,17.3,16,Windows 10,3.6,159786,1920,1080,Standard,Full HD,Intel,Core,2.9,256,0,SSD,Nvidia,GeForce
HP,Notebook,13.3,4,Windows 10,1.5,35964,1920,1080,IPS Panel,Full HD,Intel,Core,1.6,500,0,HDD,Intel,UHD
Apple,Ultrabook,13.3,8,macOS,1.4,108691,2560,1600,IPS Panel,Retina Display,Intel,Core,3.1,512,0,SSD,Intel,Iris
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.1,43636,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,1024,0,HDD,Intel,UHD
Asus,Gaming,17.3,16,Windows 10,4.3,95850,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Asus,Notebook,15.6,4,Windows 10,1.7,24988,1366,768,Standard,Standard,AMD,A9-Series,3,1024,0,HDD,AMD,Radeon
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,98514,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,512,0,SSD,Intel,UHD
Acer,Notebook,17.3,4,Windows 10,3.0,37402,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.4,50562,1920,1080,Standard,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
HP,Notebook,15.6,8,Windows 10,1.9,23757,1366,768,Standard,Standard,AMD,A6-Series,2.5,128,0,SSD,AMD,Radeon
HP,Notebook,17.3,16,Windows 10,2.9,56423,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,1024,0,HDD,Nvidia,GeForce
MSI,Gaming,17.3,16,Windows 10,4.1,133146,1920,1080,Standard,Full HD,Intel,Core,2.8,512,1024,SSD,Nvidia,GeForce
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,90522,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,512,0,SSD,Nvidia,GeForce
Dell,Notebook,17.3,8,Windows 10,2.8,60845,1920,1080,Standard,Full HD,Intel,Core,1.8,128,1024,SSD,AMD,Radeon
Lenovo,Notebook,15.6,4,No OS,2.2,23656,1920,1080,Standard,Full HD,Intel,Core,2,256,0,SSD,Intel,HD
HP,Notebook,15.6,4,Windows 10,2.1,38468,1920,1080,IPS Panel,Full HD,Intel,Core,1.6,500,0,HDD,Intel,HD
Dell,Notebook,15.6,4,Windows 10,2.2,35004,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.2,30103,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,AMD,Radeon
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.7,42570,1920,1080,Touchscreen,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
Asus,2 in 1 Convertible,13.3,8,Windows 10,4.1,79866,1920,1080,Touchscreen,Full HD,Intel,Core,1.8,512,512,SSD,Intel,UHD
HP,Notebook,17.3,8,Windows 10,2.5,54239,1920,1080,Standard,Full HD,Intel,Core,1.8,1024,0,HDD,Nvidia,GeForce
Lenovo,Notebook,15.6,8,Windows 10,2.0,46886,1920,1080,Standard,Full HD,Intel,Core,1.8,256,0,SSD,Intel,UHD
Apple,Ultrabook,13.3,8,macOS,1.4,104370,2560,1600,IPS Panel,Retina Display,Intel,Core,2.9,512,0,SSD,Intel,Iris
Asus,Gaming,17.3,16,Windows 10,3.2,82530,1920,1080,Standard,Full HD,AMD,Ryzen,3,256,1024,SSD,AMD,Radeon
Dell,Notebook,15.6,8,Linux,2.1,39164,1920,1080,Standard,Full HD,Intel,Core,1.8,256,0,SSD,AMD,Radeon
Lenovo,2 in 1 Convertible,14,16,Windows 10,1.4,133146,2560,1440,Touchscreen,Standard,Intel,Core,2.6,512,0,SSD,Intel,HD
Toshiba,Notebook,15.6,8,Windows 10,2.2,43263,1366,768,Standard,Standard,Intel,Core,2.5,500,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,12,Windows 10,2.3,37992,1366,768,Standard,Standard,Intel,Core,2.7,1024,0,HDD,Intel,HD
Dell,Notebook,17.3,8,Linux,2.8,58554,1920,1080,Standard,Full HD,Intel,Core,1.8,128,1024,SSD,AMD,Radeon
Acer,Notebook,15.6,8,Windows 10,2.2,39693,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,1024,0,HDD,Nvidia,GeForce
Lenovo,Notebook,17.3,4,Windows 10,2.8,26053,1600,900,Standard,Standard,Intel,Core,2,1024,0,HDD,Intel,HD
Lenovo,Notebook,17.3,8,No OS,2.8,45234,1920,1080,Standard,Full HD,Intel,Core,1.8,2048,0,HDD,Nvidia,GeForce
Lenovo,Notebook,17.3,6,Windows 10,2.8,45767,1600,900,Standard,Standard,Intel,Core,2.7,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,15.6,4,Linux,2.2,22803,1920,1080,Standard,Full HD,Intel,Core,2.0,1024,0,HDD,AMD,Radeon
Lenovo,Gaming,15.6,8,Windows 10,2.5,44169,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,6,Windows 10,2.2,30849,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Acer,Notebook,15.6,8,Windows 10,3.0,50669,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,256,0,SSD,Nvidia,GeForce
Acer,Notebook,15.6,12,Windows 10,2.2,35111,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,1024,0,HDD,Intel,HD
Lenovo,Notebook,15.6,8,Windows 10,2.0,58448,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Asus,Ultrabook,15.6,8,Windows 10,1.7,52054,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Lenovo,Gaming,15.6,16,Windows 10,2.5,62817,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,8,No OS,2.2,35112,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,Nvidia,GeForce
Acer,Notebook,15.6,2,Chrome OS,2.2,10602,1366,768,Standard,Standard,Intel,Celeron,1.5,16,0,SSD,Intel,HD
Asus,Gaming,17.3,8,Windows 10,3.0,63243,1920,1080,Standard,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
HP,Notebook,17.3,8,Windows 10,2.5,26053,1600,900,Standard,Standard,Intel,Core,2,1024,0,HDD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.0,97449,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,8,Windows 10,2.0,39373,1920,1080,Standard,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
Lenovo,Gaming,15.6,8,Windows 10,3.2,69210,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
Acer,Notebook,15.6,8,Linux,2.5,52161,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
Dell,Workstation,17.3,16,Windows 10,3.4,153705,1920,1080,Standard,Full HD,Intel,Core,2.9,256,0,SSD,Nvidia,Quadro
Lenovo,Notebook,15.6,6,Windows 10,2.4,26586,1920,1080,Standard,Full HD,AMD,A10-Series,2.4,1024,0,HDD,AMD,Radeon
Asus,Ultrabook,15.6,16,Windows 10,1.6,78215,1920,1080,Standard,Full HD,Intel,Core,2.7,512,0,SSD,Nvidia,GeForce
Asus,Notebook,14,4,Windows 10,1.3,27119,1366,768,Standard,Standard,Intel,Core,2.4,128,0,SSD,Intel,HD
Asus,Gaming,17.3,16,Windows 10,2.9,113060,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,17.3,6,Windows 10,5.8,34578,1600,900,Standard,Standard,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Lenovo,Notebook,15.6,8,No OS,2.2,29250,1366,768,Standard,Standard,Intel,Core,2.5,2048,0,HDD,Nvidia,GeForce
Asus,Gaming,15.6,8,Windows 10,2.5,67399,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,4,No OS,2.2,19180,1366,768,Standard,Standard,Intel,Pentium,1.1,1024,0,HDD,Intel,HD
HP,2 in 1 Convertible,13.3,16,Windows 10,1.3,105228,1920,1080,Touchscreen,Full HD,Intel,Core,2.8,256,0,SSD,Intel,HD
Toshiba,Notebook,15.6,8,Windows 10,2.2,55571,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,8,Windows 10,2.3,43636,1920,1080,Standard,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
HP,Notebook,15.6,4,Windows 10,1.9,24988,1920,1080,Standard,Full HD,Intel,Core,2,1024,0,HDD,Intel,HD
Lenovo,Notebook,13.3,8,Windows 10,1.1,53226,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Ultrabook,13.3,16,Windows 10,1.2,133146,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,1.8,1024,0,SSD,Intel,UHD
MSI,Gaming,15.6,16,Windows 10,2.8,111834,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Acer,Notebook,15.6,8,Windows 10,2.2,24988,1920,1080,Standard,Full HD,AMD,A8-Series,2.2,256,0,SSD,AMD,Radeon
Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,14652,1366,768,Touchscreen,Standard,Intel,Celeron,1.1,32,0,Flash,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.3,44968,1920,1080,Standard,Full HD,Intel,Core,1.6,128,1024,SSD,AMD,Radeon
HP,2 in 1 Convertible,13.3,16,Windows 10,1.3,130482,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,1.8,1024,0,SSD,Intel,UHD
Lenovo,Notebook,13.3,4,Chrome OS,1.4,24503,1366,768,Standard,Standard,Intel,Celeron,1.6,16,0,Flash,Intel,HD
HP,Notebook,14,8,Windows 10,2.0,52214,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Acer,Notebook,11.6,4,Windows 10,1.4,25840,1366,768,Standard,Standard,Intel,Pentium,1.6,128,0,Flash,Intel,HD
HP,Notebook,14,8,Windows 10,1.5,68837,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Lenovo,Notebook,17.3,4,Windows 10,2.8,31381,1600,900,Standard,Standard,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Asus,Notebook,14,8,Windows 10,2.0,58288,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
HP,Notebook,15.6,8,Windows 10,2.1,48058,1366,768,IPS Panel,Full HD,Intel,Core,1.8,1024,0,HDD,Intel,UHD
Acer,Notebook,15.6,8,Windows 10,2.2,35111,1366,768,Standard,Standard,AMD,A12-Series,2.7,256,0,SSD,AMD,Radeon
Lenovo,Notebook,14,4,Windows 10,1.4,15557,1366,768,Standard,Standard,Intel,Celeron,1.1,32,0,Flash,Intel,HD
Acer,Notebook,15.6,6,Windows 10,8.2,29250,1366,768,Standard,Standard,Intel,Core,2.5,1024,0,HDD,Intel,HD
Asus,Ultrabook,15.6,8,Windows 10,1.7,55938,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,GeForce
HP,Ultrabook,12.5,8,Windows 10,1.3,71128,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Dell,Notebook,15.6,32,Windows 10,2.1,140605,3840,2160,Touchscreen,4K Ultra HD,Intel,Core,2.8,1024,0,SSD,Nvidia,GeForce
MSI,Gaming,17.3,8,Windows 10,2.7,63882,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Toshiba,Notebook,15.6,8,Windows 10,2.0,50243,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Asus,Notebook,14,8,Windows 10,2.0,71075,1920,1080,Standard,Full HD,Intel,Core,2.7,256,1024,SSD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,1.8,23922,1920,1080,Standard,Full HD,Intel,Core,2,1024,0,HDD,Intel,HD
Asus,Gaming,15.6,8,Windows 10,2.5,53226,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
HP,Notebook,14,8,Windows 10,1.5,67559,1920,1080,Standard,Full HD,Intel,Core,2.6,256,0,SSD,Intel,HD
HP,Notebook,15.6,8,Windows 10,1.8,60952,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Asus,Notebook,15.6,4,Linux,2.0,14651,1366,768,Standard,Standard,Intel,Celeron,1.1,1024,0,HDD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.0,60885,1920,1080,Standard,Full HD,Intel,Core,1.6,256,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,4,Linux,2.2,14646,1366,768,Standard,Standard,Intel,Celeron,1.6,500,0,HDD,Intel,HD
Lenovo,Notebook,15.6,12,Windows 10,2.2,47898,1920,1080,Standard,Full HD,AMD,A12-Series,3.6,2048,0,HDD,AMD,Radeon
HP,Notebook,15.6,8,Windows 10,2.1,38148,1920,1080,IPS Panel,Full HD,Intel,Core,2.4,1024,0,HDD,Nvidia,GeForce
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,111834,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,1.8,512,0,SSD,Intel,UHD
Dell,Ultrabook,13.3,8,Windows 10,1.2,84129,1920,1080,Standard,Full HD,Intel,Core,1.8,256,0,SSD,Intel,UHD
Lenovo,Gaming,15.6,16,Windows 10,2.4,60153,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,2048,SSD,Nvidia,GeForce
HP,Notebook,14,2,Windows 10,1.4,14865,1366,768,Standard,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
Dell,Ultrabook,15.6,16,Windows 10,1.9,85672,1920,1080,Standard,Full HD,Intel,Core,1.9,512,256,SSD,Intel,UHD
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,19980,1366,768,Touchscreen,Standard,Intel,Celeron,1.1,32,0,Flash,Intel,HD
Dell,Ultrabook,15.6,8,Windows 10,0.0,35324,1920,1080,Standard,Full HD,Intel,Core,1.6,1024,0,HDD,AMD,Radeon
HP,Notebook,15.6,8,Windows 10,1.8,69477,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
MSI,Gaming,17.3,8,Windows 10,2.7,75071,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
HP,Workstation,15.6,8,Windows 10,2.6,92615,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,Quadro
Toshiba,Notebook,15.6,16,Windows 10,2.4,74751,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,512,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,2.0,51729,1920,1080,Standard,Full HD,Intel,Core,1.8,128,2048,SSD,AMD,Radeon
Lenovo,Notebook,15.6,4,No OS,2.2,17155,1366,768,Standard,Standard,Intel,Celeron,1.1,1024,0,HDD,Intel,HD
Dell,Gaming,15.6,8,Windows 10,2.6,53226,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,2.4,29696,1366,768,Touchscreen,Standard,Intel,Core,2.5,2048,0,HDD,Intel,HD
Dell,Notebook,14,8,Windows 10,1.4,76030,1920,1080,Standard,Full HD,Intel,Core,2.6,256,0,SSD,Intel,HD
HP,Notebook,15.6,4,Windows 10,1.9,23389,1366,768,Standard,Standard,Intel,Core,2,500,0,HDD,Intel,HD
Asus,Notebook,14,8,Windows 10,2.0,50349,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Notebook,17.3,6,Windows 10,2.8,38308,1600,900,Standard,Standard,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
HP,Notebook,15.6,8,Windows 10,1.9,34045,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Intel,HD
Lenovo,Notebook,15.6,8,No OS,2.2,26586,1366,768,Standard,Standard,Intel,Core,2,256,0,SSD,Nvidia,GeForce
HP,Notebook,15.6,8,Windows 10,2.0,20725,1366,768,Standard,Standard,Intel,Pentium,1.6,2048,0,HDD,Intel,HD
Dell,Notebook,17.3,8,Windows 10,2.8,57808,1920,1080,Standard,Full HD,Intel,Core,1.6,128,1024,SSD,AMD,Radeon
Lenovo,Gaming,15.6,8,No OS,2.4,43103,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,2.3,47898,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,AMD,Radeon
HP,Ultrabook,14,8,Windows 10,1.4,93240,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,58554,1920,1080,Touchscreen,Full HD,Intel,Core,2.7,512,2048,SSD,Nvidia,GeForce
Acer,Notebook,15.6,4,Windows 10,2.1,22697,1366,768,Standard,Standard,AMD,A9-Series,3,128,0,SSD,AMD,Radeon
Asus,Gaming,17.3,16,Windows 10,3.2,117162,1920,1080,IPS Panel,Full HD,AMD,Ryzen,3,256,1024,SSD,AMD,Radeon
Lenovo,Notebook,17.3,4,Windows 10,2.6,26053,1600,900,Standard,Standard,AMD,A8-Series,2.2,128,0,SSD,AMD,Radeon
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.6,46300,1920,1080,Touchscreen,Full HD,Intel,Core,1.8,256,0,SSD,Intel,UHD
HP,Notebook,15.6,4,Windows 10,1.9,26053,1920,1080,Standard,Full HD,AMD,A9-Series,3,256,0,SSD,AMD,Radeon
Lenovo,Netbook,11.6,4,Windows 10,1.6,29463,1366,768,IPS Panel,Standard,Intel,Celeron,1.1,128,0,SSD,Intel,HD
Dell,Notebook,15.6,4,Windows 10,1.8,16463,1366,768,Standard,Standard,Intel,Celeron,1.60,500,0,HDD,Intel,HD
Asus,Notebook,14,4,Windows 10,1.5,15238,1366,768,Standard,Standard,Intel,Celeron,1.1,32,0,Flash,Intel,HD
Acer,Notebook,15.6,8,Linux,2.4,45074,1920,1080,Standard,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
HP,Gaming,17.3,8,Windows 10,3.4,63456,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,4,No OS,1.8,21498,1920,1080,Standard,Full HD,Intel,Core,2,128,0,SSD,Intel,HD
Asus,Gaming,15.6,8,Windows 10,2.3,88178,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,14,8,Windows 10,1.5,58554,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Asus,Ultrabook,13.3,16,Windows 10,1.1,93181,1920,1080,Touchscreen,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Lenovo,Ultrabook,14,8,Windows 10,1.1,121584,2560,1440,IPS Panel,Standard,Intel,Core,2.7,512,0,SSD,Intel,HD
Lenovo,Notebook,13.3,4,Windows 10,1.5,29250,1920,1080,IPS Panel,Full HD,Intel,Core,2.4,128,0,SSD,Intel,HD
Dell,Workstation,15.6,8,Windows 10,2.2,72940,1920,1080,Standard,Full HD,Intel,Core,2.6,500,0,HDD,AMD,FirePro
Dell,Workstation,15.6,8,Windows 10,2.0,113752,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,Quadro
Lenovo,2 in 1 Convertible,14,16,Windows 10,1.4,133679,2560,1440,Touchscreen,Standard,Intel,Core,2.7,512,0,SSD,Intel,HD
Asus,Gaming,17.3,8,Windows 10,3.0,55357,1920,1080,Standard,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
